service_id,date,exception_type
15,20161116,1
16,20161116,1
17,20161116,1
19,20161116,1
20,20161116,1
21,20161116,1
23,20161116,1
25,20161116,1
28,20161116,1
32,20161116,1
34,20161116,1
36,20161116,1
37,20161116,1
38,20161116,1
39,20161116,1
40,20161116,1
47,20161116,1
49,20161116,1
51,20161116,1
52,20161116,1
53,20161116,1
55,20161116,1
57,20161116,1
59,20161116,1
66,20161116,1
67,20161116,1
68,20161116,1
71,20161116,1
72,20161116,1
11,20161117,1
12,20161117,1
14,20161117,1
16,20161117,1
17,20161117,1
19,20161117,1
20,20161117,1
21,20161117,1
23,20161117,1
25,20161117,1
28,20161117,1
34,20161117,1
37,20161117,1
38,20161117,1
40,20161117,1
41,20161117,1
42,20161117,1
43,20161117,1
45,20161117,1
47,20161117,1
48,20161117,1
51,20161117,1
52,20161117,1
53,20161117,1
55,20161117,1
59,20161117,1
60,20161117,1
68,20161117,1
71,20161117,1
72,20161117,1
9,20161118,1
11,20161118,1
12,20161118,1
14,20161118,1
16,20161118,1
17,20161118,1
19,20161118,1
20,20161118,1
21,20161118,1
23,20161118,1
25,20161118,1
28,20161118,1
31,20161118,1
32,20161118,1
37,20161118,1
40,20161118,1
42,20161118,1
43,20161118,1
44,20161118,1
47,20161118,1
49,20161118,1
50,20161118,1
51,20161118,1
52,20161118,1
53,20161118,1
56,20161118,1
66,20161118,1
71,20161118,1
73,20161118,1
3,20161119,1
9,20161119,1
20,20161119,1
23,20161119,1
26,20161119,1
28,20161119,1
40,20161119,1
47,20161119,1
51,20161119,1
52,20161119,1
62,20161119,1
67,20161119,1
73,20161119,1
2,20161120,1
22,20161120,1
33,20161120,1
40,20161120,1
51,20161120,1
62,20161120,1
11,20161121,1
12,20161121,1
13,20161121,1
14,20161121,1
17,20161121,1
19,20161121,1
20,20161121,1
21,20161121,1
23,20161121,1
25,20161121,1
28,20161121,1
32,20161121,1
34,20161121,1
36,20161121,1
40,20161121,1
43,20161121,1
44,20161121,1
51,20161121,1
55,20161121,1
56,20161121,1
60,20161121,1
65,20161121,1
68,20161121,1
71,20161121,1
73,20161121,1
5,20161122,1
12,20161122,1
14,20161122,1
16,20161122,1
17,20161122,1
19,20161122,1
20,20161122,1
21,20161122,1
23,20161122,1
25,20161122,1
28,20161122,1
34,20161122,1
35,20161122,1
37,20161122,1
40,20161122,1
42,20161122,1
43,20161122,1
45,20161122,1
47,20161122,1
49,20161122,1
51,20161122,1
52,20161122,1
53,20161122,1
56,20161122,1
59,20161122,1
60,20161122,1
68,20161122,1
72,20161122,1
11,20161123,1
12,20161123,1
15,20161123,1
16,20161123,1
17,20161123,1
19,20161123,1
20,20161123,1
21,20161123,1
23,20161123,1
25,20161123,1
28,20161123,1
32,20161123,1
34,20161123,1
36,20161123,1
37,20161123,1
38,20161123,1
39,20161123,1
40,20161123,1
47,20161123,1
49,20161123,1
51,20161123,1
52,20161123,1
53,20161123,1
55,20161123,1
57,20161123,1
59,20161123,1
66,20161123,1
67,20161123,1
68,20161123,1
71,20161123,1
72,20161123,1
11,20161124,1
12,20161124,1
14,20161124,1
16,20161124,1
17,20161124,1
19,20161124,1
20,20161124,1
21,20161124,1
23,20161124,1
25,20161124,1
28,20161124,1
34,20161124,1
37,20161124,1
38,20161124,1
40,20161124,1
41,20161124,1
42,20161124,1
43,20161124,1
45,20161124,1
47,20161124,1
48,20161124,1
51,20161124,1
52,20161124,1
53,20161124,1
55,20161124,1
59,20161124,1
60,20161124,1
68,20161124,1
71,20161124,1
72,20161124,1
9,20161125,1
11,20161125,1
12,20161125,1
14,20161125,1
16,20161125,1
17,20161125,1
19,20161125,1
20,20161125,1
21,20161125,1
23,20161125,1
25,20161125,1
28,20161125,1
31,20161125,1
32,20161125,1
37,20161125,1
40,20161125,1
42,20161125,1
43,20161125,1
44,20161125,1
47,20161125,1
49,20161125,1
50,20161125,1
51,20161125,1
52,20161125,1
53,20161125,1
56,20161125,1
66,20161125,1
71,20161125,1
73,20161125,1
3,20161126,1
9,20161126,1
20,20161126,1
23,20161126,1
26,20161126,1
28,20161126,1
40,20161126,1
47,20161126,1
51,20161126,1
52,20161126,1
62,20161126,1
67,20161126,1
73,20161126,1
2,20161127,1
22,20161127,1
33,20161127,1
40,20161127,1
51,20161127,1
62,20161127,1
11,20161128,1
12,20161128,1
13,20161128,1
14,20161128,1
17,20161128,1
19,20161128,1
20,20161128,1
21,20161128,1
23,20161128,1
25,20161128,1
28,20161128,1
32,20161128,1
34,20161128,1
36,20161128,1
40,20161128,1
43,20161128,1
44,20161128,1
51,20161128,1
55,20161128,1
56,20161128,1
60,20161128,1
65,20161128,1
68,20161128,1
71,20161128,1
73,20161128,1
5,20161129,1
12,20161129,1
14,20161129,1
16,20161129,1
17,20161129,1
19,20161129,1
20,20161129,1
21,20161129,1
23,20161129,1
25,20161129,1
28,20161129,1
34,20161129,1
35,20161129,1
37,20161129,1
40,20161129,1
42,20161129,1
43,20161129,1
45,20161129,1
47,20161129,1
49,20161129,1
51,20161129,1
52,20161129,1
53,20161129,1
56,20161129,1
59,20161129,1
60,20161129,1
68,20161129,1
72,20161129,1
11,20161130,1
12,20161130,1
15,20161130,1
16,20161130,1
17,20161130,1
19,20161130,1
20,20161130,1
21,20161130,1
23,20161130,1
25,20161130,1
28,20161130,1
32,20161130,1
34,20161130,1
36,20161130,1
37,20161130,1
38,20161130,1
39,20161130,1
40,20161130,1
47,20161130,1
49,20161130,1
51,20161130,1
52,20161130,1
53,20161130,1
55,20161130,1
57,20161130,1
59,20161130,1
66,20161130,1
67,20161130,1
68,20161130,1
71,20161130,1
72,20161130,1
11,20161201,1
14,20161201,1
16,20161201,1
17,20161201,1
19,20161201,1
20,20161201,1
21,20161201,1
23,20161201,1
25,20161201,1
28,20161201,1
34,20161201,1
37,20161201,1
38,20161201,1
40,20161201,1
41,20161201,1
42,20161201,1
43,20161201,1
45,20161201,1
47,20161201,1
48,20161201,1
51,20161201,1
52,20161201,1
53,20161201,1
55,20161201,1
59,20161201,1
60,20161201,1
68,20161201,1
71,20161201,1
72,20161201,1
9,20161202,1
11,20161202,1
14,20161202,1
16,20161202,1
17,20161202,1
19,20161202,1
20,20161202,1
21,20161202,1
23,20161202,1
25,20161202,1
28,20161202,1
31,20161202,1
32,20161202,1
37,20161202,1
40,20161202,1
42,20161202,1
43,20161202,1
44,20161202,1
47,20161202,1
49,20161202,1
50,20161202,1
51,20161202,1
52,20161202,1
53,20161202,1
56,20161202,1
66,20161202,1
71,20161202,1
73,20161202,1
3,20161203,1
9,20161203,1
20,20161203,1
23,20161203,1
26,20161203,1
28,20161203,1
40,20161203,1
47,20161203,1
51,20161203,1
52,20161203,1
62,20161203,1
67,20161203,1
73,20161203,1
2,20161204,1
22,20161204,1
33,20161204,1
40,20161204,1
51,20161204,1
62,20161204,1
11,20161205,1
13,20161205,1
14,20161205,1
17,20161205,1
19,20161205,1
20,20161205,1
21,20161205,1
23,20161205,1
25,20161205,1
28,20161205,1
32,20161205,1
34,20161205,1
36,20161205,1
40,20161205,1
43,20161205,1
44,20161205,1
51,20161205,1
55,20161205,1
56,20161205,1
60,20161205,1
65,20161205,1
68,20161205,1
71,20161205,1
73,20161205,1
5,20161206,1
14,20161206,1
16,20161206,1
17,20161206,1
19,20161206,1
20,20161206,1
21,20161206,1
23,20161206,1
25,20161206,1
28,20161206,1
34,20161206,1
35,20161206,1
37,20161206,1
40,20161206,1
42,20161206,1
43,20161206,1
45,20161206,1
47,20161206,1
49,20161206,1
51,20161206,1
52,20161206,1
53,20161206,1
56,20161206,1
59,20161206,1
60,20161206,1
68,20161206,1
72,20161206,1
11,20161207,1
15,20161207,1
16,20161207,1
17,20161207,1
19,20161207,1
20,20161207,1
21,20161207,1
23,20161207,1
25,20161207,1
28,20161207,1
32,20161207,1
34,20161207,1
36,20161207,1
37,20161207,1
38,20161207,1
39,20161207,1
40,20161207,1
47,20161207,1
49,20161207,1
51,20161207,1
52,20161207,1
53,20161207,1
55,20161207,1
57,20161207,1
59,20161207,1
66,20161207,1
67,20161207,1
68,20161207,1
71,20161207,1
72,20161207,1
2,20161208,1
22,20161208,1
33,20161208,1
40,20161208,1
51,20161208,1
62,20161208,1
9,20161209,1
11,20161209,1
14,20161209,1
16,20161209,1
17,20161209,1
19,20161209,1
20,20161209,1
21,20161209,1
23,20161209,1
25,20161209,1
28,20161209,1
31,20161209,1
32,20161209,1
37,20161209,1
40,20161209,1
42,20161209,1
43,20161209,1
44,20161209,1
47,20161209,1
49,20161209,1
50,20161209,1
51,20161209,1
52,20161209,1
53,20161209,1
56,20161209,1
66,20161209,1
71,20161209,1
73,20161209,1
3,20161210,1
9,20161210,1
20,20161210,1
23,20161210,1
26,20161210,1
28,20161210,1
40,20161210,1
47,20161210,1
51,20161210,1
52,20161210,1
62,20161210,1
67,20161210,1
73,20161210,1
2,20161211,1
22,20161211,1
33,20161211,1
40,20161211,1
51,20161211,1
62,20161211,1
11,20161212,1
13,20161212,1
14,20161212,1
17,20161212,1
19,20161212,1
20,20161212,1
21,20161212,1
23,20161212,1
25,20161212,1
28,20161212,1
32,20161212,1
34,20161212,1
36,20161212,1
40,20161212,1
43,20161212,1
44,20161212,1
51,20161212,1
55,20161212,1
56,20161212,1
60,20161212,1
65,20161212,1
68,20161212,1
71,20161212,1
73,20161212,1
5,20161213,1
14,20161213,1
16,20161213,1
17,20161213,1
19,20161213,1
20,20161213,1
21,20161213,1
23,20161213,1
25,20161213,1
28,20161213,1
34,20161213,1
35,20161213,1
37,20161213,1
40,20161213,1
42,20161213,1
43,20161213,1
45,20161213,1
47,20161213,1
49,20161213,1
51,20161213,1
52,20161213,1
53,20161213,1
56,20161213,1
59,20161213,1
60,20161213,1
68,20161213,1
72,20161213,1
11,20161214,1
15,20161214,1
16,20161214,1
17,20161214,1
19,20161214,1
20,20161214,1
21,20161214,1
23,20161214,1
25,20161214,1
28,20161214,1
32,20161214,1
34,20161214,1
36,20161214,1
37,20161214,1
38,20161214,1
39,20161214,1
40,20161214,1
47,20161214,1
49,20161214,1
51,20161214,1
52,20161214,1
53,20161214,1
55,20161214,1
57,20161214,1
59,20161214,1
66,20161214,1
67,20161214,1
68,20161214,1
71,20161214,1
72,20161214,1
11,20161215,1
14,20161215,1
16,20161215,1
17,20161215,1
19,20161215,1
20,20161215,1
21,20161215,1
23,20161215,1
25,20161215,1
28,20161215,1
34,20161215,1
37,20161215,1
38,20161215,1
40,20161215,1
41,20161215,1
42,20161215,1
43,20161215,1
45,20161215,1
47,20161215,1
48,20161215,1
51,20161215,1
52,20161215,1
53,20161215,1
55,20161215,1
59,20161215,1
60,20161215,1
68,20161215,1
71,20161215,1
72,20161215,1
9,20161216,1
11,20161216,1
14,20161216,1
16,20161216,1
17,20161216,1
19,20161216,1
20,20161216,1
21,20161216,1
23,20161216,1
25,20161216,1
28,20161216,1
31,20161216,1
32,20161216,1
37,20161216,1
40,20161216,1
42,20161216,1
43,20161216,1
44,20161216,1
47,20161216,1
49,20161216,1
50,20161216,1
51,20161216,1
52,20161216,1
53,20161216,1
56,20161216,1
66,20161216,1
71,20161216,1
73,20161216,1
3,20161217,1
9,20161217,1
20,20161217,1
23,20161217,1
26,20161217,1
28,20161217,1
40,20161217,1
47,20161217,1
51,20161217,1
52,20161217,1
62,20161217,1
67,20161217,1
73,20161217,1
2,20161218,1
22,20161218,1
33,20161218,1
40,20161218,1
51,20161218,1
62,20161218,1
11,20161219,1
13,20161219,1
14,20161219,1
17,20161219,1
19,20161219,1
20,20161219,1
21,20161219,1
23,20161219,1
25,20161219,1
28,20161219,1
32,20161219,1
34,20161219,1
36,20161219,1
40,20161219,1
43,20161219,1
44,20161219,1
51,20161219,1
55,20161219,1
56,20161219,1
60,20161219,1
65,20161219,1
68,20161219,1
71,20161219,1
73,20161219,1
5,20161220,1
14,20161220,1
16,20161220,1
17,20161220,1
19,20161220,1
20,20161220,1
21,20161220,1
23,20161220,1
25,20161220,1
28,20161220,1
34,20161220,1
35,20161220,1
37,20161220,1
40,20161220,1
42,20161220,1
43,20161220,1
45,20161220,1
47,20161220,1
49,20161220,1
51,20161220,1
52,20161220,1
53,20161220,1
56,20161220,1
59,20161220,1
60,20161220,1
68,20161220,1
72,20161220,1
11,20161221,1
15,20161221,1
16,20161221,1
17,20161221,1
19,20161221,1
20,20161221,1
21,20161221,1
23,20161221,1
25,20161221,1
28,20161221,1
32,20161221,1
34,20161221,1
36,20161221,1
37,20161221,1
38,20161221,1
39,20161221,1
40,20161221,1
47,20161221,1
49,20161221,1
51,20161221,1
52,20161221,1
53,20161221,1
55,20161221,1
57,20161221,1
59,20161221,1
66,20161221,1
67,20161221,1
68,20161221,1
71,20161221,1
72,20161221,1
11,20161222,1
14,20161222,1
16,20161222,1
17,20161222,1
19,20161222,1
20,20161222,1
21,20161222,1
23,20161222,1
25,20161222,1
28,20161222,1
34,20161222,1
37,20161222,1
38,20161222,1
40,20161222,1
41,20161222,1
42,20161222,1
43,20161222,1
45,20161222,1
47,20161222,1
48,20161222,1
51,20161222,1
52,20161222,1
53,20161222,1
55,20161222,1
59,20161222,1
60,20161222,1
68,20161222,1
71,20161222,1
72,20161222,1
9,20161223,1
11,20161223,1
14,20161223,1
16,20161223,1
17,20161223,1
19,20161223,1
20,20161223,1
21,20161223,1
23,20161223,1
25,20161223,1
28,20161223,1
31,20161223,1
32,20161223,1
37,20161223,1
40,20161223,1
42,20161223,1
43,20161223,1
44,20161223,1
47,20161223,1
49,20161223,1
50,20161223,1
51,20161223,1
52,20161223,1
53,20161223,1
56,20161223,1
66,20161223,1
71,20161223,1
73,20161223,1
3,20161224,1
9,20161224,1
20,20161224,1
27,20161224,1
28,20161224,1
30,20161224,1
40,20161224,1
47,20161224,1
51,20161224,1
52,20161224,1
62,20161224,1
67,20161224,1
2,20161225,1
29,20161225,1
33,20161225,1
40,20161225,1
2,20161226,1
22,20161226,1
33,20161226,1
40,20161226,1
51,20161226,1
62,20161226,1
5,20161227,1
14,20161227,1
16,20161227,1
17,20161227,1
19,20161227,1
20,20161227,1
24,20161227,1
25,20161227,1
27,20161227,1
28,20161227,1
37,20161227,1
40,20161227,1
47,20161227,1
51,20161227,1
52,20161227,1
68,20161227,1
72,20161227,1
11,20161228,1
15,20161228,1
16,20161228,1
17,20161228,1
19,20161228,1
20,20161228,1
24,20161228,1
25,20161228,1
27,20161228,1
28,20161228,1
37,20161228,1
40,20161228,1
47,20161228,1
51,20161228,1
52,20161228,1
57,20161228,1
67,20161228,1
68,20161228,1
72,20161228,1
11,20161229,1
14,20161229,1
16,20161229,1
17,20161229,1
19,20161229,1
20,20161229,1
24,20161229,1
25,20161229,1
27,20161229,1
28,20161229,1
37,20161229,1
40,20161229,1
47,20161229,1
48,20161229,1
51,20161229,1
52,20161229,1
68,20161229,1
72,20161229,1
9,20161230,1
11,20161230,1
14,20161230,1
16,20161230,1
17,20161230,1
19,20161230,1
20,20161230,1
24,20161230,1
25,20161230,1
27,20161230,1
28,20161230,1
37,20161230,1
40,20161230,1
47,20161230,1
50,20161230,1
51,20161230,1
52,20161230,1
3,20161231,1
9,20161231,1
20,20161231,1
27,20161231,1
28,20161231,1
30,20161231,1
40,20161231,1
47,20161231,1
51,20161231,1
52,20161231,1
62,20161231,1
67,20161231,1
