,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
5195,52688005,2108.0,Fermata 2108 - MACALLE,STR. VAL SALICE FRONTE N. 193 F,45.04206,7.71519,0.0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2108&stoppingPointCtl:action:getTransits,0
5196,52707001,1434.0,Fermata 1434 - DEL NOBILE N.87,STR DEL NOBILE N.87,45.04959,7.71626,0.0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1434&stoppingPointCtl:action:getTransits,0
5197,52732001,3054.0,Fermata 3054 - MARSE,STR.GENOVA / STR. MARSE' MONCALIERI,44.99056,7.71932,3.0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=3054&stoppingPointCtl:action:getTransits,0
5198,52766002,920.0,Fermata 920 - MADDALENA N.98/104,STR DELLA MADDALENA INT.98-104 MONCALIERI,45.02363,7.72247,3.0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=920&stoppingPointCtl:action:getTransits,0
5199,52770001,581.0,Fermata 581 - PALLANZA,C.BELGIO N. 132 D,45.07429,7.72143,0.0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=581&stoppingPointCtl:action:getTransits,0
5200,53048005,2745.0,Fermata 2745 - BALDI N. 3,VIA BALDI N.3,45.06414,7.52772,3.0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2745&stoppingPointCtl:action:getTransits,0
5201,53061003,3038.0,Fermata 3038 - VOLTA,V.NAZIONALE N.20 CAMBIANO,44.97134,7.76452,3.0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=3038&stoppingPointCtl:action:getTransits,0
5202,53073001,2689.0,Fermata 2689 - TETTI ROCCO,STR.COMUNALE DI SUPERGA PRIMA STR. AI TETTI ROCCO,45.07699,7.76364,0.0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2689&stoppingPointCtl:action:getTransits,0
5203,53116001,3020.0,Fermata 3020 - AMATEIS,V.CAVOUR N.77  SANTENA,44.95078,7.77372,3.0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=3020&stoppingPointCtl:action:getTransits,0
5204,53131001,3153.0,Fermata 3153 - CERVINO,V.TORINO / V.CERVINO    SANTENA,44.95463,7.77541,3.0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=3153&stoppingPointCtl:action:getTransits,0
5205,53171001,3035.0,Fermata 3035 - CAVOUR,V.CAVOUR FRONTE N.14 CAMBIANO,44.9723,7.77999,3.0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=3035&stoppingPointCtl:action:getTransits,0
5206,53174002,3158.0,Fermata 3158 - MINORCHIO,V.SAMBUY / V.MINOCCHIO  SANTENA,44.95496,7.78126,3.0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=3158&stoppingPointCtl:action:getTransits,0
5207,53217001,12503.0,Fermata 12503 - San Benigno (Portaerei del Mobile),,45.22473,7.79033,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=12503&stoppingPointCtl:action:getTransits,0
5208,53232001,2861.0,Fermata 2861 - VALLE CEPPI,C.TORINO N.121/A CHIERI,45.02598,7.80206,3.0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2861&stoppingPointCtl:action:getTransits,0
5209,53241001,2858.0,Fermata 2858 - GAIDANO,C.TORINO N.62 CHIERI,45.02272,7.80747,3.0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2858&stoppingPointCtl:action:getTransits,0
5210,53247001,2855.0,Fermata 2855 - TETTI BORRA,C.TORINO N.25 CHIERI,45.01937,7.81214,3.0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2855&stoppingPointCtl:action:getTransits,0
5211,53268001,2844.0,Fermata 2844 - MASSA,V.BATTISTI / V.MASSA CHIERI,45.00812,7.82384,3.0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2844&stoppingPointCtl:action:getTransits,0
5212,53301002,20832.0,Fermata 20832 - San Raffaele Cimena (v. Chivasso 41),,45.15761,7.85237,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=20832&stoppingPointCtl:action:getTransits,0
5213,53317001,21243.0,Fermata 21243 - Ivrea (v. Torino/Canton Carasso),,45.44243,7.87755,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=21243&stoppingPointCtl:action:getTransits,0
