service_id,date,exception_type
13,20160616,1
15,20160616,1
18,20160616,1
21,20160616,1
22,20160616,1
24,20160616,1
26,20160616,1
45,20160616,1
49,20160616,1
58,20160616,1
60,20160616,1
72,20160616,1
75,20160616,1
76,20160616,1
78,20160616,1
89,20160616,1
101,20160616,1
7,20160617,1
9,20160617,1
12,20160617,1
13,20160617,1
15,20160617,1
18,20160617,1
21,20160617,1
22,20160617,1
24,20160617,1
26,20160617,1
45,20160617,1
49,20160617,1
60,20160617,1
61,20160617,1
72,20160617,1
76,20160617,1
78,20160617,1
89,20160617,1
3,20160618,1
7,20160618,1
15,20160618,1
21,20160618,1
26,20160618,1
27,20160618,1
28,20160618,1
49,20160618,1
60,20160618,1
72,20160618,1
92,20160618,1
95,20160618,1
14,20160619,1
29,20160619,1
39,20160619,1
49,20160619,1
72,20160619,1
80,20160619,1
92,20160619,1
98,20160619,1
9,20160620,1
11,20160620,1
13,20160620,1
18,20160620,1
21,20160620,1
22,20160620,1
24,20160620,1
26,20160620,1
34,20160620,1
49,20160620,1
72,20160620,1
75,20160620,1
89,20160620,1
91,20160620,1
9,20160621,1
12,20160621,1
13,20160621,1
15,20160621,1
18,20160621,1
21,20160621,1
22,20160621,1
24,20160621,1
26,20160621,1
45,20160621,1
49,20160621,1
60,20160621,1
72,20160621,1
75,20160621,1
76,20160621,1
78,20160621,1
89,20160621,1
101,20160621,1
8,20160622,1
12,20160622,1
13,20160622,1
15,20160622,1
18,20160622,1
21,20160622,1
22,20160622,1
24,20160622,1
26,20160622,1
45,20160622,1
49,20160622,1
60,20160622,1
72,20160622,1
75,20160622,1
76,20160622,1
78,20160622,1
83,20160622,1
89,20160622,1
95,20160622,1
101,20160622,1
9,20160623,1
12,20160623,1
13,20160623,1
15,20160623,1
18,20160623,1
21,20160623,1
22,20160623,1
24,20160623,1
26,20160623,1
45,20160623,1
49,20160623,1
58,20160623,1
60,20160623,1
72,20160623,1
75,20160623,1
76,20160623,1
78,20160623,1
89,20160623,1
101,20160623,1
7,20160624,1
14,20160624,1
18,20160624,1
21,20160624,1
24,20160624,1
26,20160624,1
49,20160624,1
60,20160624,1
72,20160624,1
76,20160624,1
78,20160624,1
89,20160624,1
98,20160624,1
3,20160625,1
7,20160625,1
15,20160625,1
21,20160625,1
26,20160625,1
27,20160625,1
28,20160625,1
49,20160625,1
60,20160625,1
72,20160625,1
92,20160625,1
95,20160625,1
14,20160626,1
29,20160626,1
39,20160626,1
49,20160626,1
72,20160626,1
80,20160626,1
92,20160626,1
98,20160626,1
9,20160627,1
11,20160627,1
13,20160627,1
18,20160627,1
21,20160627,1
22,20160627,1
24,20160627,1
26,20160627,1
34,20160627,1
49,20160627,1
66,20160627,1
72,20160627,1
75,20160627,1
89,20160627,1
91,20160627,1
9,20160628,1
12,20160628,1
13,20160628,1
15,20160628,1
18,20160628,1
21,20160628,1
22,20160628,1
24,20160628,1
26,20160628,1
45,20160628,1
49,20160628,1
60,20160628,1
66,20160628,1
72,20160628,1
75,20160628,1
76,20160628,1
78,20160628,1
89,20160628,1
101,20160628,1
8,20160629,1
12,20160629,1
13,20160629,1
15,20160629,1
18,20160629,1
21,20160629,1
22,20160629,1
24,20160629,1
26,20160629,1
45,20160629,1
49,20160629,1
60,20160629,1
66,20160629,1
72,20160629,1
75,20160629,1
76,20160629,1
78,20160629,1
83,20160629,1
89,20160629,1
95,20160629,1
101,20160629,1
9,20160630,1
12,20160630,1
13,20160630,1
15,20160630,1
18,20160630,1
21,20160630,1
22,20160630,1
24,20160630,1
26,20160630,1
45,20160630,1
49,20160630,1
58,20160630,1
60,20160630,1
66,20160630,1
72,20160630,1
75,20160630,1
76,20160630,1
78,20160630,1
89,20160630,1
101,20160630,1
